Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,
"Mother's Nutritional Center 602",-118.39872,34.187382,"6424 Bellingham Ave","","North Hollywood","CA","91606","1402","LOS ANGELES" 
"Mother's Nutritional Center 603",-118.35192,33.962624,"108 S Market St","","Inglewood","CA","90301","1712","LOS ANGELES" 
"Mother's Nutritional Center 604",-118.44875,34.20015,"7132 Van Nuys Blvd","","Van Nuys","CA","91405","3005","LOS ANGELES" 
"Mother's Nutritional Center 606",-118.30909,33.893303,"15212 S Western Ave","Ste C","Gardena","CA","90249","4332","LOS ANGELES" 
"Mother's Nutritional Center 607",-117.89014,34.097988,"1008 N Citrus Ave","","Covina","CA","91722","2739","LOS ANGELES" 
"Mother's Nutritional Center 608",-118.2929,34.04007,"1605 W Washington Blvd","","Los Angeles","CA","90007","1116","LOS ANGELES" 
"Mother's Nutritional Center 609",-118.37667,34.04351,"1835 S La Cienega Blvd","#J","Los Angeles","CA","90035","","LOS ANGELES" 
"Feli-mex Market",-118.19704,34.107525,"5341 N Figueroa St","","Los Angeles","CA","90042","4003","LOS ANGELES" 
"Mother's Nutritional Center 610",-118.32483,34.047634,"4100 W Pico Blvd","Ste 1","Los Angeles","CA","90019","7602","LOS ANGELES" 
"Mother's Nutritional Center 611",-118.22656,33.979099,"6601 Rugby Ave","Ste 101","Huntington Park","CA","90255","4046","LOS ANGELES" 
"Mother's Nutritional Center 612",-118.43001,34.260372,"13643 Van Nuys Blvd","","Pacoima","CA","91331","3613","LOS ANGELES" 
"7-eleven Store 34979a",-118.25993,34.083118,"1550 Glendale Blvd","","Los Angeles","CA","90026","2431","LOS ANGELES" 
"Golden Empire Market",-121.0622,39.209053,"105 W Empire St","","Grass Valley","CA","95945","7510","NEVADA" 
"Mart One's Inc",-118.09946,33.95393,"9547 Telegraph Rd","","Pico Rivera","CA","90660","5523","LOS ANGELES" 
"Mountain Top Market & Gas",-116.29408,32.66869,"39710 Old Highway 80","","Boulevard","CA","91905","9613","SAN DIEGO" 
"7-eleven Store 39629a",-118.28596,34.076759,"3555 W Temple St","","Los Angeles","CA","90004","3649","LOS ANGELES" 
"7-eleven Store 26659c",-118.06951,33.716244,"16919 Pacific Coast Hwy","","Sunset Beach","CA","90742","","ORANGE" 
"7-eleven Store 39304a",-117.27872,34.144482,"2908 N Waterman Ave","","San Bernardino","CA","92404","3957","SAN BERNARDINO" 
"Brentwood Petroleum",-121.69615,37.941139,"7920 Brentwood Blvd","","Brentwood","CA","94513","1004","CONTRA COSTA" 
"G & J Dried Food Inc",-118.07504,34.080807,"8901 Valley Blvd","","Rosemead","CA","91770","1831","LOS ANGELES" 
"ABC Liquor",-118.33707,33.858337,"3709 W 190th St","","Torrance","CA","90504","5706","LOS ANGELES" 
"La San Miguel",-118.26801,34.065605,"1900 Beverly Blvd","","Los Angeles","CA","90057","2452","LOS ANGELES" 
"Yolis Produce & Meat Market",-121.98396,38.335484,"1490 Alamo Dr","F","Vacaville","CA","95687","","SOLANO" 
"Saint George Services Inc",-117.45452,33.906586,"10214 Indiana Ave","","Riverside","CA","92503","5304","RIVERSIDE" 
"Dannys Market",-121.98679,37.351791,"1570 Pomeroy Ave","","Santa Clara","CA","95051","8002","SANTA CLARA" 
"Viva Bargain Center II",-118.32865,33.988964,"3236 W Slauson Ave","","Los Angeles","CA","90043","2564","LOS ANGELES" 
"7-Eleven 35538B",-117.09604,32.671467,"1539 Highland Ave","","National City","CA","91950","4625","SAN DIEGO" 
"7 Eleven 35737A",-121.95757,37.523785,"42245 Fremont Blvd","","Fremont","CA","94538","4143","ALAMEDA" 
"Harry's Liquor & Food",-121.28247,38.599266,"10847 Folsom Blvd","","Rancho Cordova","CA","95670","5003","SACRAMENTO" 
"Mark's Chevron",-119.71765,36.793945,"394 W Ashlan Ave","","Clovis","CA","93612","5611","FRESNO" 
"VS Market 99 Cent Plus",-118.18478,33.850342,"5174 Atlantic Ave","","Long Beach","CA","90805","6510","LOS ANGELES" 
"7 Eleven 35615A",-119.78382,36.738266,"2600 Tulare St","","Fresno","CA","93721","1325","FRESNO" 
"Adin Supply Company",-120.94428,41.196861,"104 Main Street","","Adin","CA","96006","","MODOC" 
"7-Eleven 16185C",-120.84879,37.515739,"2500 Geer Rd","","Turlock","CA","95382","1427","STANISLAUS" 
"7-Eleven 35644A",-121.89764,37.320023,"601 Bird Ave","","San Jose","CA","95125","1502","SANTA CLARA" 
"Virgil Square Market",-118.28687,34.08432,"721 N Virgil Ave","","Los Angeles","CA","90029","3609","LOS ANGELES" 
"Rani's World Foods",-117.81073,34.017578,"23377 Golden Springs Dr","","Diamond Bar","CA","91765","2028","LOS ANGELES" 
"7-eleven Store 39625a",-118.29188,34.061829,"3201 Wilshire Blvd","","Los Angeles","CA","90010","1301","LOS ANGELES" 
"Squaw Valley Trading Center",-119.24765,36.740288,"30812 E Kings Canyon Rd","","Squaw Valley","CA","93675","9601","FRESNO" 
"Morenovalley Arco",-117.22609,33.881561,"16466 Perris Blvd","","Moreno Valley","CA","92551","9282","RIVERSIDE" 
"Al's Liquor & Deli",-117.61018,34.106533,"8939 Foothill Blvd","","Rancho Cucamonga","CA","91730","","SAN BERNARDINO" 
"Yucca Valley Shell",-116.43711,34.120605,"56269 29 Palms Hwy","","Yucca Valley","CA","92284","","SAN BERNARDINO" 
"Wimpys Liquor",-120.43578,34.961597,"921 N Broadway","","Santa Maria","CA","93454","3131","SANTA BARBARA" 
"Plaza Market",-120.05597,36.851681,"7112 Highway 145","","Madera","CA","93637","9407","MADERA" 
"7-Eleven 39630A",-118.44765,34.246403,"9716 1/2 Woodman Ave","","Arleta","CA","91331","8059","LOS ANGELES" 
"7-Eleven 35991A",-118.05101,33.941978,"13203 Telegraph Rd","","Santa Fe Springs","CA","90670","4047","LOS ANGELES" 
"Pescaderia Mr. Fish",-117.97698,34.053905,"13712 Amar Rd","","La Puente","CA","91746","1601","LOS ANGELES" 
"Contra Costa Transit Village Farmers Market",-122.03883,37.884281,"1001 Harvey Dr","","Walnut Creek","CA","94596","","CONTRA COSTA" 
"Century Market",-118.30024,33.946182,"9816 S Normandie Ave","","Los Angeles","CA","90044","1836","LOS ANGELES" 
"Little India",-117.87062,33.889156,"3167 Yorba Linda Blvd","","Fullerton","CA","92831","2307","ORANGE" 
"7 Eleven 14077G",-120.10591,39.191319,"3210 N. Lake Blvd.","","Tahoe City","CA","96145","","PLACER" 
"Kamal Spice House",-121.86179,37.387932,"1182 N Capitol Ave","","San Jose","CA","95132","2522","SANTA CLARA" 
"Franks Stop And Go Market",-119.03107,36.066067,"610 W Olive Ave","","Porterville","CA","93257","3226","TULARE" 
"Organix Market",-118.20509,34.139477,"1731 Colorado Blvd","","Los Angeles","CA","90041","1348","LOS ANGELES" 
"Nelsons Liquor & Jr Market",-118.35826,33.980335,"1435 N La Brea Ave","","Inglewood","CA","90302","1218","LOS ANGELES" 
"7-Eleven 39624A",-118.21637,34.042706,"2005 E 4th St","","Los Angeles","CA","90033","4321","LOS ANGELES" 
"7-Eleven 35724A",-117.9806,33.723045,"8501 Heil Ave","","Westminster","CA","92683","7836","ORANGE" 
"La Famosa 6",-117.40578,33.998974,"3650 Rubidoux Blvd","","Riverside","CA","92509","4595","RIVERSIDE" 
"7-Eleven 35745A",-118.3528,33.87426,"4401 Redondo Beach Blvd","","Lawndale","CA","90260","3717","LOS ANGELES" 
"7-Eleven 13596A",-117.23469,32.799297,"1906 Balboa Ave","","San Diego","CA","92109","4502","SAN DIEGO" 
"Chicago Park Store",-120.96698,39.145096,"19077 Colfax Hwy","","Grass Valley","CA","95945","7949","NEVADA" 
"Dirt Cheap Liquor & Grocery",-122.01039,37.98634,"3608 Willow Pass Rd","","Concord","CA","94519","1314","CONTRA COSTA" 
"7-eleven Store 16346A",-122.02954,36.968719,"602 Laurel St","","Santa Cruz","CA","95060","4907","SANTA CRUZ" 
"Mike's Chevron 5006",-117.90284,33.766743,"2261 N Fairview St","","Santa Ana","CA","92706","2244","ORANGE" 
"El Realito De Oro Market",-120.05663,36.957417,"422 S Gateway Dr","","Madera","CA","93637","4747","MADERA" 
"La Mexicana Market",-123.80591,39.441174,"116 S Main St","","Fort Bragg","CA","95437","4208","MENDOCINO" 
"Almazan Bakery",-117.90022,34.133411,"582 E Foothill Blvd","","Azusa","CA","91702","2542","LOS ANGELES" 
"Taron Bakery Inc",-118.25215,34.132755,"1117 S Glendale Ave","Ste D","Glendale","CA","91205","3270","LOS ANGELES" 
"Taron Baker Inc.",-118.24325,34.136444,"12901 Sherman Way","Suite D","Glendale","CA","91205","","LOS ANGELES" 
"Clairemont Mesa Gas & Mini Market 3035",-117.13799,32.831615,"8820 Clairemont Mesa Blvd","","San Diego","CA","92123","1102","SAN DIEGO" 
"7 Eleven 35311A",-116.21628,33.729141,"44046 Jackson St","","Indio","CA","92201","3229","RIVERSIDE" 
"Channel Islands Dairy",-119.19382,34.175613,"1420 W Channel Islands Blvd","","Oxnard","CA","93033","4202","VENTURA" 
"Viva Market Beer & Wine",-117.30832,34.125038,"1096 W 14th St","","San Bernardino","CA","92411","1946","SAN BERNARDINO" 
"Henrys Market",-118.27602,34.033047,"2101 Estrella Ave","","Los Angeles","CA","90007","2043","LOS ANGELES" 
"Hill Top Liquor",-117.29105,34.237751,"23484 Crest Forest Dr","","Crestline","CA","92325","","SAN BERNARDINO" 
"Capistrano Market",-117.66512,33.506645,"31401 Camino Capistrano","","San Juan Capistrano","CA","92675","","ORANGE" 
"U.s Gas And Mart",-122.25504,38.097279,"1300 Sonoma Blvd","","Vallejo","CA","94590","6942","SOLANO" 
"Bills Liquor and Deli",-121.43749,38.619087,"2905 Del Paso Blvd","","Sacramento","CA","95815","1422","SACRAMENTO" 
"Kings Delight Liquor and Deli",-118.60522,34.208366,"21925 Saticoy St","","Canoga Park","CA","91304","4835","LOS ANGELES" 
"Robertsons Market",-121.53055,39.480869,"5291 Lower Wyandotte Rd","","Oroville","CA","95966","7021","BUTTE" 
"Terrace Deli",-122.10931,37.701675,"16250 Foothill Blvd","","San Leandro","CA","94578","2105","ALAMEDA" 
"7-Eleven 13871A",-118.74482,34.278965,"2654 Cochran St","","Simi Valley","CA","93065","2638","VENTURA" 
"Ampm 83267",-118.21846,34.023655,"2740 E Olympic Blvd","","Los Angeles","CA","90023","3410","LOS ANGELES" 
"Arco Am/Pm 82972",-116.38824,33.808788,"32975 Monterey Ave","","Thousand Palms","CA","92276","3688","RIVERSIDE" 
"Hogan Postal Service /mini Market",-118.23795,33.902782,"1002 N Wilmington Ave","","Compton","CA","90220","1944","LOS ANGELES" 
"La Espiga De Oro",-121.0837,37.706436,"4960 Curtis St","","Salida","CA","95368","8909","STANISLAUS" 
"Olsen Service Station",-120.99361,37.607922,"1541 Crows Landing Rd","","Modesto","CA","95358","5621","STANISLAUS" 
"Shell  H12 12",-124.10575,40.497757,"582 Wildwood Ave","","Rio Dell","CA","95562","1541","HUMBOLDT" 
"K-5 Market",-118.12128,34.674931,"504 East Ave","Ste K","Lancaster","CA","93535","4738","LOS ANGELES" 
"Shell P43 43",-121.80571,36.68082,"3030 Del Monte Blvd","","Marina","CA","93933","3803","MONTEREY" 
"Los Feliz Village Certified Farmer's Market",-118.29182,34.104309,"1825 N Vermont Ave","","Los Angeles","CA","90027","","LOS ANGELES" 
"Sunset E&s",-118.31705,34.098103,"5857 W Sunset Blvd","","Los Angeles","CA","90028","6606","LOS ANGELES" 
"Ariana Halal Market",-121.42596,37.737873,"925 N Central Ave","","Tracy","CA","95376","3912","SAN JOAQUIN" 
"Mediterranean Bakery",-117.83695,34.106789,"1451 W Arrow Hwy","","San Dimas","CA","91773","2331","LOS ANGELES" 
"Dollar Tree 4941",-117.35867,33.192436,"1810 Oceanside Blvd","","Oceanside","CA","92054","","SAN DIEGO" 
"Dollar Tree 5119",-117.29972,34.102615,"761 W 2nd St","Ste A","San Bernardino","CA","92410","3260","SAN BERNARDINO" 
"Dollar Tree 5128",-121.87608,37.699974,"4226 Rosewood Dr","","Pleasanton","CA","94588","3000","ALAMEDA" 
"7-eleven Store 33601A",-118.392,33.763012,"33186 Hawthorne Blvd","","Rancho Palos Verdes","CA","90275","","LOS ANGELES" 
"7-eleven Store 36079a",-117.81297,33.681934,"3975 Alton Pkwy","Ste B","Irvine","CA","92606","1203","ORANGE" 
"7-eleven Store 39632a",-117.30928,34.051701,"1035 S Mount Vernon Ave","Ste J","Colton","CA","92324","4207","SAN BERNARDINO" 
"7-eleven Store 39648a",-118.16006,33.904354,"14158 Paramount Blvd","","Paramount","CA","90723","2608","LOS ANGELES" 
"7-eleven Store 20313E",-118.31152,33.789425,"1878 Pacific Coast Hwy","","Lomita","CA","90717","2722","LOS ANGELES" 
"7-eleven Store 29144C",-117.09052,33.005886,"15883 Bernardo Center Dr","","San Diego","CA","92127","2321","SAN DIEGO" 
"7 Days Liquor 2",-117.80138,33.86422,"5201 E Orangethorpe Ave","","Anaheim","CA","92807","2024","ORANGE" 
"Your Moms Discount Foods",-121.66961,40.881893,"37020 State Highway 299 E","","Burney","CA","96013","4124","SHASTA" 
"Ibis Food Market",-117.1735,32.750847,"1112 Fort Stockton Dr","","San Diego","CA","92103","1796","SAN DIEGO" 
"Dollar General Store 13437",-120.63564,36.969101,"1111 Elgin Ave","","Dos Palos","CA","93620","","MERCED" 
"Dollar General Store 13577",-119.57207,36.090309,"1802 Dairy Ave","","Corcoran","CA","93212","2990","KINGS" 
"Dollar General Store 14203",-117.46613,33.917759,"4103 Tyler St","","Riverside","CA","92503","3403","RIVERSIDE" 
"Dollar General Store 14299",-119.0577,35.317963,"5101 White Ln","","Bakersfield","CA","93309","8925","KERN" 
"Ocean Front Market",-118.47729,33.991089,"825 Ocean Front Walk","","Venice","CA","90291","3213","LOS ANGELES" 
"R & R Liquors",-121.99935,37.351849,"1480 Halford Ave","","Santa Clara","CA","95051","3205","SANTA CLARA" 
"Westchester Bakery",-118.39375,33.958534,"6216 W 87th St","","Los Angeles","CA","90045","3902","LOS ANGELES" 
"Arco AM/PM 83332",-121.95255,38.645016,"701 County Road 90","","Winters","CA","95694","9107","YOLO" 
"Yreka Valero",-122.63955,41.718857,"1258 S Main St","","Yreka","CA","96097","3411","SISKIYOU" 
"One Stop Food & Liquor",-121.23455,38.678532,"8700 Greenback Ln","","Orangevale","CA","95662","4004","SACRAMENTO" 
"Maria Market",-117.91227,33.759907,"12451 Westminster Ave","","Santa Ana","CA","92703","1402","ORANGE" 
"Milagros Market",-118.26828,34.049828,"1216 W 8th St","","Los Angeles","CA","90017","4410","LOS ANGELES" 
"L J K Dried Food Wholesale",-118.058,34.062759,"9661 Garvey Ave.","","South Elmonte","CA","91733","","LOS ANGELES" 
"Panaderia la Casa del Pan",-119.76685,36.728642,"3404 E Butler Ave","","Fresno","CA","93702","4203","FRESNO" 
"Etminan Market, Inc",-121.85256,37.239262,"5754 Santa Teresa Blvd","","San Jose","CA","95123","","SANTA CLARA" 
"Walmart Neighborhood Market 3023",-121.77354,37.313759,"4055 Evergreen Village Square","","San Jose","CA","95135","","SANTA CLARA" 
"99plus Mart",-121.43384,38.506195,"6665 Stockton Blvd","Ste 2","Sacramento","CA","95823","1634","SACRAMENTO" 
"Crown Liquor",-119.52968,36.604828,"885 E Manning Ave","Ste 302","Parlier","CA","93648","9693","FRESNO" 
"Nawah Market And Deli",-122.19625,37.772556,"5489 Foothill Blvd","","Oakland","CA","94601","5515","ALAMEDA" 
"Gvda Thursday Night Market",-121.06284,39.216995,"125 Neal St","","Grass Valley","CA","95945","6705","NEVADA" 
"La Tiendita",-118.27035,33.784706,"1103 Bay View Ave","","Wilmington","CA","90744","3323","LOS ANGELES" 
"Orange Liquor Market",-117.9136,33.78896,"511 W Chapman Ave","","Anaheim","CA","92802","3519","ORANGE" 
"Arteagas Food Center",-121.88236,37.318806,"204 Willow St","","San Jose","CA","95110","3351","SANTA CLARA" 
"Macy Mini Market",-117.33987,34.14175,"2502 N Macy St","","San Bernardino","CA","92407","6527","SAN BERNARDINO" 
"Neighborhood House Farmers Market",-115.5485,32.791752,"299 W State St","","El Centro","CA","92243","2533","IMPERIAL" 
"House Of Ginseng Inc.",-118.12197,34.06258,"127 E Garvey Ave","Ste B","Monterey Park","CA","91755","2904","LOS ANGELES" 
"J & J Deli Mart",-122.11838,38.010857,"1255 Shell Ave","","Martinez","CA","94553","2857","CONTRA COSTA" 
"In & Go Market",-121.26225,38.677971,"12417 Fair Oaks Blvd","Ste 100","Fair Oaks","CA","95628","2500","SACRAMENTO" 
"Charter Oak Liquor",-117.86228,34.106567,"20040 E Arrow Hwy","","Covina","CA","91724","1101","LOS ANGELES" 
"7-eleven Store 35283a",-118.46769,34.22802,"8661 Sepulveda Blvd","","North Hills","CA","91343","5826","LOS ANGELES" 
"Boone Street Market Inc",-120.42982,34.94693,"501 E Boone St","","Santa Maria","CA","93454","5702","SANTA BARBARA" 
"Bookers Liquor",-118.28273,33.98748,"5879 S Figueroa St","","Los Angeles","CA","90003","1061","LOS ANGELES" 
"Georges Liquor",-117.92508,33.931896,"1931 E la Habra Blvd","","La Habra","CA","90631","4920","ORANGE" 
"Susanville Grocery Outlet 107",-120.64926,40.415497,"1616 Main St","","Susanville","CA","96130","4515","LASSEN" 
"7 Eleven 36476A",-121.26366,38.750446,"290 N Sunrise Ave","","Roseville","CA","95661","2945","PLACER" 
"El Yuca",-123.80325,39.443939,"242 N McPherson St","","Fort Bragg","CA","95437","3726","MENDOCINO" 
"Town Mart Liquor And Gas",-121.33656,38.697414,"7210 Roseville Rd","","Sacramento","CA","95842","1663","SACRAMENTO" 
"Gateway Food And Liquor",-121.9379,37.337845,"1305 N Bascom Ave","Ste G","San Jose","CA","95128","1248","SANTA CLARA" 
"7 Eleven 24133",-117.2468,32.751831,"2190 Bacon St","","San Diego","CA","92107","2125","SAN DIEGO" 
"Bridgehead Shell",-121.75086,38.005493,"5545 Bridgehead Rd","","Oakley","CA","94561","2938","CONTRA COSTA" 
"99 Cents Only Store 359",-118.86169,34.215508,"950 E Avenida de Los Arboles","","Thousand Oaks","CA","91360","4707","VENTURA" 
"Loveridge Shell",-121.8706,38.00856,"2253 Loveridge Rd","","Pittsburg","CA","94565","5021","CONTRA COSTA" 
"Walgreens 15163",-121.77556,37.678825,"1620 2nd St","","Livermore","CA","94550","4328","ALAMEDA" 
"Dollar General Store 13379",-116.50134,33.949062,"13721 Palm Dr","","Desert Hot Springs","CA","92240","5973","RIVERSIDE" 
"Dollar General Store 13573",-119.34653,35.601608,"1850 Highway 46","","Wasco","CA","93280","1240","KERN" 
"Dollar General Store 13578",-117.03031,34.898476,"350 W Main St","","Barstow","CA","92311","","SAN BERNARDINO" 
"Dollar General Store 14263",-121.65219,36.694649,"1045 N Main St","","Salinas","CA","93906","3808","MONTEREY" 
"General Store And Deli",-121.50121,38.578533,"500 Capitol Mall","Ste 130","Sacramento","CA","95814","","SACRAMENTO" 
"Pine Palace Liquor",-117.08638,32.650558,"11 3rd Ave","Ste C","Chula Vista","CA","91910","1775","SAN DIEGO" 
"Weedpatch Chevron",-118.91362,35.354408,"8100 E Brundage Ln","","Bakersfield","CA","93307","9170","KERN" 
"African Store and Merchandise",-119.82492,36.779346,"1124 W Shields Ave","","Fresno","CA","93705","3935","FRESNO" 
"Hilltop Liquor",-117.98945,33.664967,"815 Indianapolis Ave","Ste B","Huntington Beach","CA","92648","8303","ORANGE" 
"Los Mexicano's Market",-121.7967,38.005383,"1725 Cavallo Rd","","Antioch","CA","94509","1929","CONTRA COSTA" 
"Panaderia El Pueblo 3",-122.15997,37.730209,"688 E 14th St","","San Leandro","CA","94577","2820","ALAMEDA" 
"7-Eleven 17782E",-117.97183,33.744938,"9001 Bolsa Ave","","Westminster","CA","92683","5530","ORANGE" 
"Quik Stop Market 5037",-121.95725,36.990471,"3204 Porter St","","Soquel","CA","95073","2219","SANTA CRUZ" 
"Point Richmond Market And Deli",-122.38583,37.926365,"160 Washington Ave","","Richmond","CA","94801","3947","CONTRA COSTA" 
"7-eleven Store 34055b",-118.4973,34.451054,"28088 Bouquet Canyon Rd","","Santa Clarita","CA","91350","2030","LOS ANGELES" 
"Five Points Market",-117.92179,33.828751,"500 S Citron St","","Anaheim","CA","92805","4420","ORANGE" 
"Eastlake Meat Market",-118.20766,34.067829,"2000 Eastlake Ave","","Los Angeles","CA","90031","3417","LOS ANGELES" 
"AA Mini-mart",-120.6678,35.488033,"6700 El Camino Real","","Atascadero","CA","93422","4205","SAN LUIS OBISPO" 
"Kaiser Permanente Baldwin Park Cfm",-117.98589,34.063381,"1011 Baldwin Park Blvd","","Baldwin Park","CA","91706","5881","LOS ANGELES" 
"Trader Joes 222",-117.15297,32.76693,"1072 Camino del Rio N","","San Diego","CA","92108","3283","SAN DIEGO" 
"Kamp Klamath Rv Park And Campground",-124.04768,41.527477,"1661 West Klamath Beach Road","","Klamath","CA","95548","","DEL NORTE" 
"Osi Foodmart",-118.28687,34.081921,"601 N Virgil Ave","","Los Angeles","CA","90004","2317","LOS ANGELES" 
"Artesian Natural Foods Inc.",-121.32383,38.011654,"145 Lincoln Ctr","","Stockton","CA","95207","2615","SAN JOAQUIN" 
"Seaside Grocery Outlet",-121.84631,36.608036,"1523 Fremont Blvd","","Seaside","CA","93955","4319","MONTEREY" 
"Moreno Liquor & Market",-117.24551,33.939083,"23896 Sunnymead Blvd","","Moreno Valley","CA","92553","3024","RIVERSIDE" 
"Bonita Arco",-117.03151,32.661243,"4498 Bonita Rd","","Bonita","CA","91902","1425","SAN DIEGO" 
"Mortons Market",-117.76349,34.057472,"1106 W 2nd St","","Pomona","CA","91766","1307","LOS ANGELES" 
"Prescott Liquor",-121.03126,37.672894,"1800 Prescott Rd","Ste H","Modesto","CA","95350","2560","STANISLAUS" 
"Pt Mart",-116.86986,33.925457,"635 E Ramsey St","","Banning","CA","92220","","RIVERSIDE" 
"Arco AM PM",-116.99378,34.885201,"100 Montara Rd","","Barstow","CA","92311","5722","SAN BERNARDINO" 
"State College Drive In",-117.88937,33.836842,"425 S State College Blvd","","Anaheim","CA","92806","4120","ORANGE" 
"Louies Liquor",-117.90011,34.133389,"596 E Foothill Blvd","","Azusa","CA","91702","2542","LOS ANGELES" 
"My Store",-119.80922,36.757648,"215 E Olive Ave","Ste 101","Fresno","CA","93728","3145","FRESNO" 
"Star Market",-122.24245,37.796043,"1038 E 21st St","","Oakland","CA","94606","2628","ALAMEDA" 
"Bobs Liquor & Market",-119.05514,34.353775,"147 S 12th St","","Santa Paula","CA","93060","2985","VENTURA" 
"Express Mart",-120.86492,37.759033,"1515 W F St","","Oakdale","CA","95361","3555","STANISLAUS" 
"Rancho Ventures",-118.02961,33.758953,"5712 Westminster Blvd","","Westminster","CA","92683","3542","ORANGE" 
"Family Dollar 9183",-120.19742,36.613445,"21790 Colorado Ave","","San Joaquin","CA","93660","","FRESNO" 
"Family Dollar 10313",-117.23068,33.211239,"943 E Vista Way","","Vista","CA","92084","5241","SAN DIEGO" 
"Family Dollar 10072",-117.44057,33.923847,"9185 Magnolia Ave","","Riverside","CA","92503","3801","RIVERSIDE" 
"Family Dollar 10274",-117.90681,34.114307,"125 E Gladstone St","","Azusa","CA","91702","4926","LOS ANGELES" 
"Kims Grocery",-121.87579,37.308784,"279 San Jose Ave","","San Jose","CA","95125","1009","SANTA CLARA" 
"La Preciosa Market",-119.45526,35.150642,"538 Finley Dr","","Taft","CA","93268","2419","KERN" 
"Bellflower Liquor",-118.14257,33.88287,"16704 Lakewood Blvd","","Bellflower","CA","90706","5127","LOS ANGELES" 
"Primetime 563",-121.75927,36.910858,"27 W Lake Ave","","Watsonville","CA","95076","4501","SANTA CRUZ" 
"Primetime 564",-121.84105,36.617359,"1926 Fremont Blvd","","Seaside","CA","93955","3103","MONTEREY" 
"Primetime 565",-120.60851,37.347473,"1190 3rd St","","Atwater","CA","95301","4306","MERCED" 
"Quickeroo 566",-119.61063,36.587978,"3706 McCall Ave","Ste 110","Selma","CA","93662","2241","FRESNO" 
"Metro Mini Market",-118.1892,33.782253,"1262 Long Beach Blvd","","Long Beach","CA","90813","3225","LOS ANGELES" 
"Quickeroo 567",-118.83102,35.208969,"603 Bear Mountain Blvd","","Arvin","CA","93203","1411","KERN" 
"Quickeroo 568",-118.99871,35.368549,"500 E California Ave","Ste B","Bakersfield","CA","93307","1142","KERN" 
"CVS/pharmacy 3825",-118.34406,34.06847,"303 S la Brea Ave","","Los Angeles","CA","90036","3526","LOS ANGELES" 
"Town & Country Liquor",-118.51311,34.369804,"23638 Newhall Ave","Ste 1","Newhall","CA","91321","4234","LOS ANGELES" 
"Pastor's Valero",-121.27184,38.70314,"7560 Sunrise Blvd","","Citrus Heights","CA","95610","3001","SACRAMENTO" 
"Dollar General Store 13620",-120.05606,36.941776,"1200 S Madera Ave","","Madera","CA","93637","","MADERA" 
"Dollar General Store 14023",-116.97069,33.729355,"205 E Stetson Ave","","Hemet","CA","92543","7181","RIVERSIDE" 
"Dollar General Store 14204",-120.47115,34.639034,"1124 W Ocean Ave","","Lompoc","CA","93436","5610","SANTA BARBARA" 
"Dollar General Store 14278",-120.37977,36.754772,"720 Oller St","","Mendota","CA","93640","2319","FRESNO" 
"Dollar General Store 14298",-120.27306,37.112091,"1750 W Robertson Blvd","","Chowchilla","CA","93610","9016","MADERA" 
"Arden Shell",-121.44709,38.606358,"860 Arden Way","","Sacramento","CA","95815","3106","SACRAMENTO" 
"Galleria Foods Wholesale Rowland Heights",-117.90551,33.988541,"18313 Colima Rd","","Rowland Heights","CA","91748","2762","LOS ANGELES" 
"Mart One",-118.1285,33.955696,"9913 Paramount Blvd","","Downey","CA","90240","3805","LOS ANGELES" 
"7-eleven Store 39646a",-118.26091,34.043198,"504 W Olympic Blvd","","Los Angeles","CA","90015","1410","LOS ANGELES" 
"King's Beverage Company",-119.99711,38.918144,"2227 Lake Tahoe Blvd","Ste A","South Lake Tahoe","CA","96150","6484","EL DORADO" 
"Best Quality Market 6624",-118.27666,34.246635,"6630 Foothill Blvd","","Tujunga","CA","91042","2707","LOS ANGELES" 
"T & M Market",-121.12782,37.470444,"107 S 2nd St","","Patterson","CA","95363","2526","STANISLAUS" 
"Circle K 5204",-117.52236,33.835712,"19570 Temescal Canyon Rd","","Corona","CA","92881","","RIVERSIDE" 
"San Ramon Farmers Market",-121.96071,37.763577,"2680 Bishop Drive","Bishop Ranch 2","San Ramon","CA","94583","4384","CONTRA COSTA" 
"Superior Grocers 140",-118.14265,33.887981,"16100 Lakewood Blvd","","Bellflower","CA","90706","4321","LOS ANGELES" 
"Filipino-Indian Supermarket",-121.84118,36.6171,"1914 Fremont Blvd","","Seaside","CA","93955","3103","MONTEREY" 
"Big B's Travel Center Chevron",-119.27656,35.894707,"1164 N Front St","","Earlimart","CA","93219","9442","TULARE" 
"Baldy's Market 0",-117.45122,34.426579,"9688 Phelan Rd","","Phelan","CA","92371","5519","SAN BERNARDINO" 
"Village Liquor",-117.48131,33.946632,"10410 Arlington Ave","","Riverside","CA","92505","1198","RIVERSIDE" 
"Sunny Oaks Valero",-121.95428,37.271748,"2855 Winchester Blvd","","Campbell","CA","95008","5319","SANTA CLARA" 
"La Mexicana Market",-118.21483,33.940983,"10341 Long Beach Blvd","","Lynwood","CA","90262","1610","LOS ANGELES" 
"Euclid Liquors",-117.65094,34.093788,"140 S Euclid Ave","","Upland","CA","91786","6605","SAN BERNARDINO" 
"Express Liquor",-117.49854,34.003414,"4660 Galena St","Ste A","Riverside","CA","92509","3511","RIVERSIDE" 
"Walgreens 15398",-121.31361,37.990974,"660 W March Ln","","Stockton","CA","95207","6200","SAN JOAQUIN" 
